leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth (m),sample depth (m),percent total carbon,percent organic carbon,percent calcium carbonate (CaCO3),method code,data source code
6,55,,4,3,7.0,7.0,27.4,30.47,,0.1,95.0,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,4,3,20.0,20.0,27.4,30.6,11.2,0.2,92.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,4,4,150.0,150.0,27.4,33.4,11.1,0.1,91.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,4,5,7.0,7.0,27.4,33.47,,0.1,94.0,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,4,5,20.0,20.0,27.4,33.6,10.7,0.2,87.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,4,6,150.0,150.0,27.4,36.4,10.9,0.1,90.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,5,1,10.0,10.0,36.6,36.7,10.2,0.2,83.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,5,3,20.0,20.0,36.6,39.8,10.5,0.1,87.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,5,5,7.0,7.0,36.6,42.67,,0.1,93.0,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,6,1,10.0,10.0,45.7,45.8,10.8,0.1,88.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,6,3,10.0,10.0,45.7,48.8,11.5,0.1,95.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,6,3,17.0,17.0,45.7,48.87,,0.1,92.0,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,6,5,10.0,10.0,45.7,51.8,11.1,0.2,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,7,1,14.0,14.0,54.9,55.04,,0.1,91.0,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,7,1,80.0,80.0,54.9,55.7,11.6,0.1,95.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,7,3,10.0,10.0,54.9,58.0,11.1,0.1,92.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,7,5,10.0,10.0,54.9,61.0,11.5,0.1,95.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,7,5,19.0,19.0,54.9,61.09,,0.1,91.4,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,8,1,20.0,20.0,64.0,64.2,11.3,0.1,93.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,8,3,16.0,16.0,64.0,67.16,,0.1,91.8,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,8,3,20.0,20.0,64.0,67.2,11.3,0.1,93.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,8,5,10.0,10.0,64.0,70.1,11.1,0.1,91.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,9,1,0.0,0.0,73.2,73.2,,0.1,87.1,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,9,1,0.0,0.0,73.2,73.2,10.8,0.1,89.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,10,2,10.0,10.0,82.3,83.9,,0.1,79.8,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,10,2,10.0,10.0,82.3,83.9,,0.1,87.1,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,10,2,20.0,20.0,82.3,84.0,10.1,0.1,83.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,10,3,20.0,20.0,82.3,85.5,9.8,0.0,81.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,10,5,16.0,16.0,82.3,88.46,,0.0,85.4,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,10,5,20.0,20.0,82.3,88.5,10.6,0.1,86.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,11,1,50.0,50.0,91.4,91.9,10.9,0.1,89.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,11,3,20.0,20.0,91.4,94.6,11.5,0.1,94.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,11,5,10.0,10.0,91.4,97.5,11.0,0.1,90.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,12,1,20.0,20.0,103.3,103.5,11.0,0.1,90.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,12,2,10.0,10.0,103.3,104.9,10.9,0.1,90.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,12,3,10.0,10.0,103.3,106.4,11.5,0.1,94.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,12,5,20.0,20.0,103.3,109.5,11.0,0.1,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,13,1,10.0,10.0,112.5,112.6,11.1,0.1,91.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,13,3,20.0,20.0,112.5,115.7,11.0,0.1,91.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,13,5,20.0,20.0,112.5,118.7,11.6,0.1,96.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,14,1,150.0,150.0,121.6,123.1,11.2,0.1,93.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,14,2,145.0,145.0,121.6,124.55,,0.1,93.5,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,14,2,150.0,150.0,121.6,124.6,10.4,1.1,77.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,14,3,150.0,150.0,121.6,126.1,10.3,0.9,78.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,14,4,145.0,145.0,121.6,127.55,,0.1,93.5,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,14,4,150.0,150.0,121.6,127.6,10.3,0.5,81.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,14,5,150.0,150.0,121.6,129.1,10.7,0.0,89.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,55,,14,6,145.0,145.0,121.6,130.55,,0.1,94.0,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,55,,14,6,150.0,150.0,121.6,130.6,10.6,0.0,88.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,57,,1,1,30.0,30.0,297.5,297.8,8.0,0.2,65.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,57,,1,2,0.0,0.0,297.5,299.0,8.5,0.1,70.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,57,,1,1,30.0,30.0,297.5,297.8,8.0,0.2,65.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,57,,1,2,0.0,0.0,297.5,299.0,8.5,0.1,70.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,57,,1,1,30.0,30.0,297.5,297.8,8.0,0.2,65.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,57,,1,2,0.0,0.0,297.5,299.0,8.5,0.1,70.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,1,1,10.0,10.0,52.1,52.2,3.0,0.2,24.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,1,2,10.0,10.0,52.1,53.7,7.2,0.1,58.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,1,3,10.0,10.0,52.1,55.2,5.9,0.1,48.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,1,CC,0.0,0.0,52.1,56.7,,0.2,31.6,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,60,,2,1,80.0,80.0,61.0,61.8,4.1,0.1,33.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,2,2,20.0,20.0,61.0,62.7,1.9,0.0,15.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,3,1,120.0,120.0,129.2,130.4,0.1,0.0,1.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,3,CC,0.0,0.0,129.2,132.3,,0.1,6.7,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,60,,4,1,145.0,145.0,134.1,135.55,,,7.7,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,60,,4,1,145.0,145.0,134.1,135.55,,,7.8,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,60,,4,1,150.0,150.0,134.1,135.6,1.0,0.1,7.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,4,2,145.0,145.0,134.1,137.05,,0.0,2.1,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,60,,4,2,150.0,150.0,134.1,137.1,0.4,0.1,4.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,4,CC,0.0,0.0,134.1,137.2,,0.1,2.6,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,60,,5,1,50.0,50.0,212.8,213.3,0.5,0.0,4.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,5,3,40.0,40.0,212.8,216.2,0.3,0.0,2.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,5,CC,0.0,0.0,212.8,217.4,,0.0,4.6,WET COMBUSTION (organic carbon and/or CaCO3),DR. A.P. LISITZIN
6,60,,6,1,80.0,80.0,221.9,222.7,0.7,0.1,5.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,6,2,80.0,80.0,221.9,224.2,0.8,0.1,6.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,6,3,0.0,0.0,221.9,224.9,0.3,0.0,2.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,6,4,20.0,20.0,221.9,226.6,0.8,0.1,6.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,6,5,20.0,20.0,221.9,228.1,1.5,0.1,12.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,6,6,20.0,20.0,221.9,229.6,0.3,0.0,2.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,6,7,80.0,80.0,221.9,231.7,4.3,0.0,35.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,7,1,70.0,70.0,288.6,289.3,0.3,0.0,2.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,7,2,10.0,10.0,288.6,290.2,0.5,0.0,4.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,8,1,150.0,150.0,342.9,344.4,0.1,0.1,0.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,8,2,50.0,50.0,342.9,344.9,0.2,0.1,0.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,9,1,150.0,150.0,346.9,348.4,0.1,0.1,0.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,9,2,60.0,60.0,346.9,349.0,0.1,0.0,0.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
6,60,,9,3,0.0,0.0,346.9,349.9,0.1,0.0,0.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,1,20.0,20.0,91.0,91.2,10.0,,,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,1,20.0,20.0,91.0,91.2,10.2,0.0,84.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,2,20.0,20.0,91.0,92.7,9.9,0.0,82.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,3,20.0,20.0,91.0,94.2,10.5,0.0,87.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,4,20.0,20.0,91.0,95.7,10.2,0.0,84.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,5,20.0,20.0,91.0,97.2,9.5,0.0,79.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,6,20.0,20.0,91.0,98.7,10.3,0.0,85.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,1,110.0,110.0,205.0,206.1,10.7,0.0,89.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,2,25.0,25.0,205.0,206.75,10.8,0.0,89.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,3,24.0,24.0,205.0,208.24,10.4,0.0,87.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,4,25.0,25.0,205.0,209.75,10.7,0.0,89.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,5,20.0,20.0,205.0,211.2,10.9,0.0,90.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,6,20.0,20.0,205.0,212.7,11.3,0.0,93.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,1,34.0,34.0,299.0,299.34,10.9,0.0,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,2,20.0,20.0,299.0,300.7,11.6,0.0,97.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,3,20.0,20.0,299.0,302.2,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,4,20.0,20.0,299.0,303.7,10.9,0.0,90.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,5,20.0,20.0,299.0,305.2,11.3,0.0,94.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,6,20.0,20.0,299.0,306.7,10.6,0.0,88.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,1,5.0,5.0,395.0,395.05,9.4,0.0,78.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,2,20.0,20.0,395.0,396.7,10.2,0.1,84.3,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,2,20.0,20.0,395.0,396.7,10.3,0.0,85.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,3,20.0,20.0,395.0,398.2,9.9,0.0,82.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,4,20.0,20.0,395.0,399.7,9.7,0.0,81.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,5,20.0,20.0,395.0,401.2,10.0,0.0,83.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,6,20.0,20.0,395.0,402.7,9.6,0.1,79.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,5,2,20.0,20.0,490.0,491.7,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,5,3,20.0,20.0,490.0,493.2,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,5,3,20.0,20.0,490.0,493.2,11.5,0.1,94.6,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,5,4,20.0,20.0,490.0,494.7,11.1,0.0,92.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,1,20.0,20.0,91.0,91.2,10.0,,,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,1,20.0,20.0,91.0,91.2,10.2,0.0,84.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,2,20.0,20.0,91.0,92.7,9.9,0.0,82.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,3,20.0,20.0,91.0,94.2,10.5,0.0,87.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,4,20.0,20.0,91.0,95.7,10.2,0.0,84.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,5,20.0,20.0,91.0,97.2,9.5,0.0,79.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,1,6,20.0,20.0,91.0,98.7,10.3,0.0,85.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,1,110.0,110.0,205.0,206.1,10.7,0.0,89.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,2,25.0,25.0,205.0,206.75,10.8,0.0,89.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,3,24.0,24.0,205.0,208.24,10.4,0.0,87.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,4,25.0,25.0,205.0,209.75,10.7,0.0,89.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,5,20.0,20.0,205.0,211.2,10.9,0.0,90.9,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,2,6,20.0,20.0,205.0,212.7,11.3,0.0,93.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,1,34.0,34.0,299.0,299.34,10.9,0.0,91.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,2,20.0,20.0,299.0,300.7,11.6,0.0,97.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,3,20.0,20.0,299.0,302.2,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,4,20.0,20.0,299.0,303.7,10.9,0.0,90.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,5,20.0,20.0,299.0,305.2,11.3,0.0,94.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,3,6,20.0,20.0,299.0,306.7,10.6,0.0,88.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,1,5.0,5.0,395.0,395.05,9.4,0.0,78.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,2,20.0,20.0,395.0,396.7,10.2,0.1,84.3,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,2,20.0,20.0,395.0,396.7,10.3,0.0,85.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,3,20.0,20.0,395.0,398.2,9.9,0.0,82.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,4,20.0,20.0,395.0,399.7,9.7,0.0,81.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,5,20.0,20.0,395.0,401.2,10.0,0.0,83.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,4,6,20.0,20.0,395.0,402.7,9.6,0.1,79.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,5,2,20.0,20.0,490.0,491.7,10.7,0.0,89.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,5,3,20.0,20.0,490.0,493.2,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,5,3,20.0,20.0,490.0,493.2,11.5,0.1,94.6,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,62,,5,4,20.0,20.0,490.0,494.7,11.1,0.0,92.7,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,1,21.0,21.0,0.0,0.21,0.7,0.2,3.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,2,16.0,16.0,0.0,1.66,1.1,0.2,7.7,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,2,21.0,21.0,0.0,1.71,1.1,0.2,8.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,3,21.0,21.0,0.0,3.21,1.4,0.1,10.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,4,20.0,20.0,0.0,4.7,2.0,,,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,4,21.0,21.0,0.0,4.71,1.7,0.2,12.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,5,21.0,21.0,0.0,6.21,1.1,0.1,8.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,1,6,30.0,30.0,0.0,7.8,1.6,0.4,10.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,2,20.0,20.0,61.0,62.7,9.1,0.1,75.1,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,2,21.0,21.0,61.0,62.71,8.0,0.0,67.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,3,21.0,21.0,61.0,64.21,9.7,0.0,81.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,4,21.0,21.0,61.0,65.71,9.6,0.0,79.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,5,21.0,21.0,61.0,67.21,9.7,0.0,81.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,2,6,21.0,21.0,61.0,68.71,7.5,0.2,61.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,1,60.0,60.0,137.0,137.6,10.2,0.1,84.4,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,1,61.0,61.0,137.0,137.61,8.6,0.0,72.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,2,21.0,21.0,137.0,138.71,7.7,0.0,64.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,3,21.0,21.0,137.0,140.21,9.5,0.0,79.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,3,4,21.0,21.0,137.0,141.71,6.8,0.0,56.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,4,1,20.0,20.0,230.0,230.2,10.8,0.1,89.6,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,4,1,21.0,21.0,230.0,230.21,9.2,0.0,76.4,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,4,2,21.0,21.0,230.0,231.71,9.3,0.0,77.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,5,1,35.0,35.0,352.0,352.35,10.8,0.1,89.3,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,5,1,36.0,36.0,352.0,352.36,9.2,0.0,76.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,5,2,21.0,21.0,352.0,353.71,9.7,0.0,80.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,1,26.0,26.0,458.0,458.26,10.6,0.0,88.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,1,40.0,40.0,458.0,458.4,11.6,0.1,95.8,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,2,21.0,21.0,458.0,459.71,10.9,0.0,90.6,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,2,21.0,21.0,458.0,459.71,11.8,0.1,97.9,LECO ACID-BASE ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,3,26.0,26.0,458.0,461.26,10.8,0.0,90.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,4,23.0,23.0,458.0,462.73,11.3,0.0,94.1,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,5,23.0,23.0,458.0,464.23,10.8,0.0,90.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,6,6,20.0,20.0,458.0,465.7,11.7,0.0,97.8,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,1,25.0,25.0,534.0,534.25,10.5,0.0,87.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,2,20.0,20.0,534.0,535.7,10.9,0.2,89.2,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,3,20.0,20.0,534.0,537.2,10.4,0.0,86.3,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,4,25.0,25.0,534.0,538.75,10.5,0.0,87.5,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
7,63,,7,5,20.0,20.0,534.0,540.2,10.6,0.0,88.0,LECO 70-SECOND ANALYZER (total and/or organic),DSDP SHORE LABORATORY
