/* DATA DESCRIPTION:
	ELT45.029-PC * LATITUDE: -44.877000 * LONGITUDE: 106.518000 * DATE/TIME: 1970-01-01T00:00:00 * ELEVATION: -3867.0 m * Recovery: 11.74 m * CAMPAIGN: ELT45 (URI: http://ezid.cdlib.org/id/doi:10.7284/905169) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT45.063-PC * LATITUDE: -53.437000 * LONGITUDE: 114.257000 * DATE/TIME: 1970-01-01T00:00:00 * ELEVATION: -3969.0 m * Recovery: 10.54 m * CAMPAIGN: ELT45 (URI: http://ezid.cdlib.org/id/doi:10.7284/905169) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT45.064-PC * LATITUDE: -52.483000 * LONGITUDE: 114.090000 * DATE/TIME: 1970-01-01T00:00:00 * ELEVATION: -3871.0 m * Recovery: 11.48 m * CAMPAIGN: ELT45 (URI: http://ezid.cdlib.org/id/doi:10.7284/905169) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT45.071-PC * LATITUDE: -48.025000 * LONGITUDE: 114.487000 * DATE/TIME: 1970-01-01T00:00:00 * ELEVATION: -3700.0 m * Recovery: 11.4 m * CAMPAIGN: ELT45 (URI: http://ezid.cdlib.org/id/doi:10.7284/905169) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT45.074-PC * LATITUDE: -47.552000 * LONGITUDE: 114.440000 * DATE/TIME: 1970-01-01T00:00:00 * ELEVATION: -3852.0 m * Recovery: 10.62 m * CAMPAIGN: ELT45 (URI: http://ezid.cdlib.org/id/doi:10.7284/905169) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT48.006-PC * LATITUDE: -34.005000 * LONGITUDE: 97.543000 * DATE/TIME: 1971-01-01T00:00:00 * ELEVATION: -4343.0 m * Recovery: 10.78 m * CAMPAIGN: ELT48 (URI: http://ezid.cdlib.org/id/doi:10.7284/905173) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT48.022-PC * LATITUDE: -39.895000 * LONGITUDE: 85.410000 * DATE/TIME: 1971-01-01T00:00:00 * ELEVATION: -3410.0 m * Recovery: 6.9 m * CAMPAIGN: ELT48 (URI: http://ezid.cdlib.org/id/doi:10.7284/905173) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT48.027-PC * LATITUDE: -38.542000 * LONGITUDE: 79.898000 * DATE/TIME: 1971-01-01T00:00:00 * ELEVATION: -3312.0 m * Recovery: 5.13 m * CAMPAIGN: ELT48 (URI: http://ezid.cdlib.org/id/doi:10.7284/905173) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT48.029-PC * LATITUDE: -36.493000 * LONGITUDE: 80.025000 * DATE/TIME: 1971-01-01T00:00:00 * ELEVATION: -2350.0 m * Recovery: 2.97 m * CAMPAIGN: ELT48 (URI: http://ezid.cdlib.org/id/doi:10.7284/905173) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT49.008-PC * LATITUDE: -55.070000 * LONGITUDE: 110.018000 * DATE/TIME: 1971-01-01T00:00:00 * ELEVATION: -3728.0 m * Recovery: 18.06 m * CAMPAIGN: ELT49 (URI: http://ezid.cdlib.org/id/doi:10.7284/905174) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT50.013-PC * LATITUDE: -59.997000 * LONGITUDE: 105.000000 * DATE/TIME: 1972-01-01T00:00:00 * ELEVATION: -4270.0 m * Recovery: 16.06 m * CAMPAIGN: ELT50 (URI: http://ezid.cdlib.org/id/doi:10.7284/905175) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	ELT50.017-PC * LATITUDE: -63.002000 * LONGITUDE: 120.050000 * DATE/TIME: 1972-01-01T00:00:00 * ELEVATION: -4138.0 m * Recovery: 10.21 m * CAMPAIGN: ELT50 (URI: http://ezid.cdlib.org/id/doi:10.7284/905175) * BASIS: Eltanin * METHOD/DEVICE: Piston corer (PC)
	EN066-10GGC * LATITUDE: 6.670000 * LONGITUDE: -21.900000 * DATE/TIME: 1981-05-26T00:00:00 * ELEVATION: -3527.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-16GGC * LATITUDE: 6.650000 * LONGITUDE: -21.140000 * DATE/TIME: 1981-05-27T00:00:00 * ELEVATION: -3152.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-17GGC * LATITUDE: 5.450000 * LONGITUDE: -21.090000 * DATE/TIME: 1981-05-27T00:00:00 * ELEVATION: -3050.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-21GGC * LATITUDE: 4.233000 * LONGITUDE: -20.625000 * DATE/TIME: 1981-05-27T00:00:00 * ELEVATION: -3995.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-23PG * LATITUDE: 4.230000 * LONGITUDE: -20.540000 * DATE/TIME: 1981-05-27T00:00:00 * ELEVATION: -4105.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-24PG * LATITUDE: 3.847000 * LONGITUDE: -20.367000 * DATE/TIME: 1981-05-28T00:00:00 * ELEVATION: -4504.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-26GGC * LATITUDE: 3.085000 * LONGITUDE: -20.015000 * DATE/TIME: 1981-05-28T00:00:00 * ELEVATION: -4745.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-29GGC * LATITUDE: 2.460000 * LONGITUDE: -19.762000 * DATE/TIME: 1981-05-29T00:00:00 * ELEVATION: -5104.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-32GGC * LATITUDE: 2.472000 * LONGITUDE: -19.733000 * DATE/TIME: 1981-05-29T00:00:00 * ELEVATION: -5003.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-36GGC * LATITUDE: 2.470000 * LONGITUDE: -20.210000 * DATE/TIME: 1981-05-30T00:00:00 * ELEVATION: -4270.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-39GGC * LATITUDE: 5.072000 * LONGITUDE: -20.867000 * DATE/TIME: 1981-05-31T00:00:00 * ELEVATION: -2818.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-39PG * LATITUDE: 4.918000 * LONGITUDE: -20.498000 * DATE/TIME: 1981-05-31T00:00:00 * ELEVATION: -2931.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-43GGC * LATITUDE: 5.070000 * LONGITUDE: -21.640000 * DATE/TIME: 1981-05-31T00:00:00 * ELEVATION: -3197.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-44GGC * LATITUDE: 5.263000 * LONGITUDE: -21.712000 * DATE/TIME: 1981-06-01T00:00:00 * ELEVATION: -3428.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	EN066-47PG * LATITUDE: 5.313000 * LONGITUDE: -22.197000 * DATE/TIME: 1981-06-01T00:00:00 * ELEVATION: -3951.0 m * CAMPAIGN: EN06601 * BASIS: Endeavor * METHOD/DEVICE: Gravity corer (GC)
	ERDC-079BX * LATITUDE: 2.785000 * LONGITUDE: 156.230000 * DATE/TIME: 1975-04-11T00:00:00 * ELEVATION: -2766.0 m * CAMPAIGN: ERDC * BASIS: Thomas Washington * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	ERDC-092BX * LATITUDE: -2.225000 * LONGITUDE: 156.998000 * DATE/TIME: 1975-04-19T00:00:00 * ELEVATION: -1598.0 m * CAMPAIGN: ERDC * BASIS: Thomas Washington * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	ERDC-102BX * LATITUDE: -3.605000 * LONGITUDE: 161.318000 * DATE/TIME: 1975-04-22T00:00:00 * ELEVATION: -2300.0 m * CAMPAIGN: ERDC * BASIS: Thomas Washington * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	ERDC-129BX * LATITUDE: -0.007000 * LONGITUDE: 161.975000 * DATE/TIME: 1975-04-28T00:00:00 * ELEVATION: -4169.0 m * CAMPAIGN: ERDC * BASIS: Thomas Washington * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	KNR110-55 (0055PG) * LATITUDE: 4.948000 * LONGITUDE: -42.892000 * DATE/TIME: 1984-11-05T00:00:00 * ELEVATION: -4556.0 m * CAMPAIGN: KN11002 * BASIS: Knorr * METHOD/DEVICE: Gravity corer (GC)
	KNR110-82 (0082PG) * LATITUDE: 4.337000 * LONGITUDE: -43.487000 * DATE/TIME: 1984-11-08T00:00:00 * ELEVATION: -2816.0 m * CAMPAIGN: KN11002 * BASIS: Knorr * METHOD/DEVICE: Gravity corer (GC)
	KNR110-91 (0091PG) * LATITUDE: 4.760000 * LONGITUDE: -43.307000 * DATE/TIME: 1984-11-09T00:00:00 * ELEVATION: -3810.0 m * CAMPAIGN: KN11002 * BASIS: Knorr * METHOD/DEVICE: Gravity corer (GC)
	KS7703 * LATITUDE: 57.000000 * LONGITUDE: -29.000000 * METHOD/DEVICE: Piston corer (PC)
	MD84-527 * LATITUDE: -43.821700 * LONGITUDE: 51.318300 * DATE/TIME: 1984-01-01T00:00:00 * ELEVATION: -3262.0 m * Recovery: 14.9 m * LOCATION: South Indian Ocean * CAMPAIGN: MD38 (APSARA2) * BASIS: Marion Dufresne (1972) (URI: https://fr.wikipedia.org/wiki/Marion_Dufresne_(1972)) * METHOD/DEVICE: Piston corer (PC)
	MD84-552 * LATITUDE: -54.550000 * LONGITUDE: 75.830000 * DATE/TIME: 1984-01-01T00:00:00 * ELEVATION: -1780.0 m * Recovery: 7.5 m * LOCATION: South Indian Ocean * CAMPAIGN: MD38 (APSARA2) * BASIS: Marion Dufresne (1972) (URI: https://fr.wikipedia.org/wiki/Marion_Dufresne_(1972)) * METHOD/DEVICE: Piston corer (PC)
	MD88-773 * LATITUDE: -52.900500 * LONGITUDE: 109.869667 * DATE/TIME: 1988-02-01T00:00:00 * ELEVATION: -2460.0 m * Recovery: 17.55 m * LOCATION: South Pacific * CAMPAIGN: APSARA4 * BASIS: Marion Dufresne (1972) (URI: https://fr.wikipedia.org/wiki/Marion_Dufresne_(1972)) * METHOD/DEVICE: Piston corer (PC)
	PLDS-130PG * LATITUDE: 4.005000 * LONGITUDE: -136.005000 * DATE/TIME: 1976-09-13T00:00:00 * ELEVATION: -4469.0 m * CAMPAIGN: PLDS-4 (MN76-01, Pleiades) (URI: https://doi.org/10.6075/J03F4N24) * BASIS: Melville * METHOD/DEVICE: Gravity corer (GC)
	RC11-76 * LATITUDE: -54.380000 * LONGITUDE: -22.130000 * DATE/TIME: 1967-02-17T00:00:00 * ELEVATION: -5229.0 m * Recovery: 10.26 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-120 * LATITUDE: -43.520000 * LONGITUDE: 79.867000 * DATE/TIME: 1967-04-18T00:00:00 * ELEVATION: -3193.0 m * Recovery: 9.54 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-170 * LATITUDE: 44.483000 * LONGITUDE: -163.400000 * DATE/TIME: 1967-07-21T00:00:00 * ELEVATION: -5451.0 m * Recovery: 10.02 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-209 * LATITUDE: 3.650000 * LONGITUDE: -140.100000 * DATE/TIME: 1967-09-07T00:00:00 * ELEVATION: -4400.0 m * Recovery: 14.63 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC11-210 * LATITUDE: 1.817000 * LONGITUDE: -140.100000 * DATE/TIME: 1967-09-08T00:00:00 * ELEVATION: -4420.0 m * Recovery: 14.05 m * CAMPAIGN: RC11 (RC1112) * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-63 * LATITUDE: 5.967000 * LONGITUDE: -142.700000 * DATE/TIME: 1968-03-09T00:00:00 * ELEVATION: -4949.0 m * Recovery: 15.58 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-65 * LATITUDE: 4.650000 * LONGITUDE: -145.000000 * DATE/TIME: 1968-03-10T00:00:00 * ELEVATION: -4868.0 m * Recovery: 24.26 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-66 * LATITUDE: 2.617000 * LONGITUDE: -148.200000 * DATE/TIME: 1968-03-11T00:00:00 * ELEVATION: -4755.0 m * Recovery: 28 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-225 * LATITUDE: -53.670000 * LONGITUDE: -123.100000 * DATE/TIME: 1968-11-24T00:00:00 * ELEVATION: -2964.0 m * Recovery: 3.49 m * LOCATION: Southern East Pacific Rise * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-294 * LATITUDE: -37.270000 * LONGITUDE: -10.100000 * DATE/TIME: 1969-02-18T00:00:00 * ELEVATION: -3308.0 m * Recovery: 9.31 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-412 * LATITUDE: 40.683000 * LONGITUDE: 166.980000 * DATE/TIME: 1969-07-27T00:00:00 * ELEVATION: -5656.0 m * Recovery: 8.8 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-413 * LATITUDE: 43.283000 * LONGITUDE: 166.900000 * DATE/TIME: 1969-07-28T00:00:00 * ELEVATION: -5015.0 m * Recovery: 10.26 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC12-416 * LATITUDE: 36.400000 * LONGITUDE: 166.730000 * DATE/TIME: 1969-07-31T00:00:00 * ELEVATION: -5319.0 m * Recovery: 10.24 m * CAMPAIGN: RC12 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC13-113 * LATITUDE: -1.652000 * LONGITUDE: -103.600000 * DATE/TIME: 1970-04-29T00:00:00 * ELEVATION: -3195.0 m * Recovery: 9.94 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC13-227 * LATITUDE: -21.880000 * LONGITUDE: 8.872000 * DATE/TIME: 1970-10-07T00:00:00 * ELEVATION: -4301.0 m * Recovery: 11.32 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC13-228 * LATITUDE: -22.330000 * LONGITUDE: 11.198000 * DATE/TIME: 1970-10-08T00:00:00 * ELEVATION: -3204.0 m * Recovery: 11.2 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC13-229 * LATITUDE: -25.490000 * LONGITUDE: 11.307000 * DATE/TIME: 1970-10-10T00:00:00 * ELEVATION: -4191.0 m * Recovery: 16.37 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC13-254 * LATITUDE: -48.570000 * LONGITUDE: 5.127000 * DATE/TIME: 1970-12-15T00:00:00 * ELEVATION: -3636.0 m * Recovery: 16.79 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC13-259 * LATITUDE: -53.880000 * LONGITUDE: -4.930000 * DATE/TIME: 1970-12-20T00:00:00 * ELEVATION: -1754.0 m * Recovery: 17.54 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC13-271 * LATITUDE: -51.990000 * LONGITUDE: 4.522000 * DATE/TIME: 1971-01-01T00:00:00 * ELEVATION: -3634.0 m * Recovery: 24.2 m * CAMPAIGN: RC13 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC14-35 * LATITUDE: -0.833330 * LONGITUDE: 89.950000 * DATE/TIME: 1971-03-23T00:00:00 * ELEVATION: -3021.0 m * Recovery: 11.38 m * CAMPAIGN: RC14 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC14-106 * LATITUDE: 45.828000 * LONGITUDE: 155.710000 * DATE/TIME: 1971-06-28T00:00:00 * ELEVATION: -4823.0 m * Recovery: 10.92 m * CAMPAIGN: RC14 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC15-93 * LATITUDE: -46.100000 * LONGITUDE: -13.230000 * DATE/TIME: 1972-01-19T00:00:00 * ELEVATION: -2714.0 m * Recovery: 12.84 m * CAMPAIGN: RC15 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC15-94 * LATITUDE: -42.980000 * LONGITUDE: -20.860000 * DATE/TIME: 1972-01-22T00:00:00 * ELEVATION: -3762.0 m * Recovery: 12.55 m * CAMPAIGN: RC15 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC17-69 * LATITUDE: -31.500000 * LONGITUDE: 32.607000 * DATE/TIME: 1974-04-10T00:00:00 * ELEVATION: -3380.0 m * Recovery: 11.27 m * CAMPAIGN: RC17 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RC17-98 * LATITUDE: -13.220000 * LONGITUDE: 65.617000 * DATE/TIME: 1974-05-08T00:00:00 * ELEVATION: -3409.0 m * Recovery: 11.34 m * CAMPAIGN: RC17 * BASIS: Robert Conrad * METHOD/DEVICE: Piston corer (PC)
	RE5-036 * LATITUDE: 46.916700 * LONGITUDE: -18.583300 * ELEVATION: -4500.0 m
	SDSE_090 (core_59) * LATITUDE: 3.083330 * LONGITUDE: -133.100000 * DATE/TIME START: 1947-10-06T10:00:00 * DATE/TIME END: 1947-10-06T14:56:00 * ELEVATION START: -4370.0 m * ELEVATION END: -4338.0 m * CAMPAIGN: SwedishDeepSeaExpedition (NODC-0418) * BASIS: Albatross IV (1963) (URI: https://en.wikipedia.org/wiki/NOAAS_Albatross_IV_(R_342)) * METHOD/DEVICE: Gravity corer (GC)
	SDSE_092 (core_60) * LATITUDE: 1.583330 * LONGITUDE: -134.950000 * DATE/TIME START: 1947-10-07T09:48:00 * DATE/TIME END: 1947-10-07T13:09:00 * ELEVATION: -4540.0 m * CAMPAIGN: SwedishDeepSeaExpedition (NODC-0418) * BASIS: Albatross IV (1963) (URI: https://en.wikipedia.org/wiki/NOAAS_Albatross_IV_(R_342)) * METHOD/DEVICE: Gravity corer (GC)
	V04-1 * LATITUDE: 38.883000 * LONGITUDE: -70.920000 * DATE/TIME: 1954-07-10T00:00:00 * ELEVATION: -2867.0 m * Recovery: 10.7 m * CAMPAIGN: V04 (URI: http://www.ngdc.noaa.gov/mgg/curator/data/vema/vm04/) * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
	V17-165 * LATITUDE: 32.750000 * LONGITUDE: -41.900000 * DATE/TIME: 1961-07-29T00:00:00 * ELEVATION: -3924.0 m * Recovery: 7.59 m * LOCATION: Atlantic Ocean * CAMPAIGN: V17 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC) * COMMENT: Institute LDEO
	V19-185 * LATITUDE: 6.700000 * LONGITUDE: 59.333000 * DATE/TIME: 1963-08-15T00:00:00 * ELEVATION: -2867.0 m * Recovery: 6.23 m * CAMPAIGN: V19 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
	V19-240 * LATITUDE: -30.580000 * LONGITUDE: 13.283000 * DATE/TIME: 1963-09-27T00:00:00 * ELEVATION: -3103.0 m * Recovery: 9.05 m * CAMPAIGN: V19 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
	V22-108 * LATITUDE: -43.180000 * LONGITUDE: -3.250000 * DATE/TIME: 1966-04-05T00:00:00 * ELEVATION: -4171.0 m * Recovery: 9.73 m * CAMPAIGN: V22 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
	V22-174 * LATITUDE: -10.070000 * LONGITUDE: -12.820000 * DATE/TIME: 1966-05-13T00:00:00 * ELEVATION: -2630.0 m * Recovery: 15.66 m * CAMPAIGN: V22 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
	V22-197 * LATITUDE: 14.167000 * LONGITUDE: -18.580000 * DATE/TIME: 1966-05-22T00:00:00 * ELEVATION: -3167.0 m * Recovery: 11.85 m * CAMPAIGN: V22 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
	V23-100 * LATITUDE: 21.300000 * LONGITUDE: -22.680000 * DATE/TIME: 1966-11-09T00:00:00 * ELEVATION: -4579.0 m * Recovery: 9.26 m * CAMPAIGN: V23 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
	V24-55 * LATITUDE: 2.050000 * LONGITUDE: -134.600000 * DATE/TIME: 1967-03-10T00:00:00 * ELEVATION: -4189.0 m * Recovery: 8.38 m * CAMPAIGN: V24 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
	V24-58 * LATITUDE: 2.267000 * LONGITUDE: -141.667000 * DATE/TIME: 1967-03-12T00:00:00 * ELEVATION: -1140.0 m * LOCATION: Pacific Ocean * METHOD/DEVICE: Gravity corer (GC)
	V24-59 * LATITUDE: 2.567000 * LONGITUDE: -145.533000 * DATE/TIME: 1967-03-13T00:00:00 * ELEVATION: -1250.0 m * LOCATION: Pacific Ocean * METHOD/DEVICE: Gravity corer (GC)
	V24-62 * LATITUDE: 3.067000 * LONGITUDE: -153.583000 * DATE/TIME: 1967-03-15T00:00:00 * ELEVATION: -1334.0 m * LOCATION: Pacific Ocean * METHOD/DEVICE: Gravity corer (GC)
	V25-59 * LATITUDE: 1.367000 * LONGITUDE: -33.480000 * DATE/TIME: 1968-02-26T00:00:00 * ELEVATION: -3824.0 m * Recovery: 8.41 m * CAMPAIGN: V25 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
	V26-176 * LATITUDE: 36.050000 * LONGITUDE: -72.380000 * DATE/TIME: 1969-05-16T00:00:00 * ELEVATION: -3942.0 m * Recovery: 5.72 m * CAMPAIGN: V26 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
	V27-263 * LATITUDE: 35.017000 * LONGITUDE: -40.920000 * DATE/TIME: 1970-04-28T00:00:00 * ELEVATION: -3704.0 m * Recovery: 5.18 m * CAMPAIGN: V27 * BASIS: Vema (URI: https://en.wikipedia.org/wiki/SV_Mandalay) * METHOD/DEVICE: Piston corer (PC)
